Menu ID,Stall Location,Menu TH,Menu EN,Price (Baht),Regional Cuisine,Cooking Method,Food Type,Other details,Main Ingredients, Hidden Ingredients,Food Picture
29013,29,ส้มปั่น,Orange smoothie,25,International,Blended,Beverages,Orange smoothie,orange,"water, sugar",
29014,29,มะนาวปั่น,Lime smoothie,25,Thai,Blended,Beverages,Lime smoothie,lime,"sugar, water",
29015,29,มะพร้าวปั่น,Coconut smoothie,25,Tropical,Blended,Beverages,Coconut smoothie,coconut,"sugar, water",
29016,29,สับปะรดปั่น,Pineapple smoothie,25,Tropical,Blended,Beverages,Pineapple smoothie,pineapple,"sugar, water",
29017,29,มะเขือเทศปั่น,Tomato smoothie,25,International,Blended,Beverages,Tomato smoothie,tomato,"water, salt",
29018,29,แอปเปิ้ลปั่น,Apple smoothie,25,International,Blended,Beverages,Apple smoothie,apple,water,
29019,29,แตงโมปั่น,Watermelon smoothie,25,Thai,Blended,Beverages,Watermelon smoothie,watermelon,"water, sugar",
29020,29,แครอทปั่น,Carrot smoothie,25,International,Blended,Beverages,Carrot smoothie,carrot,water,
29021,29,กล้วยปั่น,Banana smoothie,25,International,Blended,Beverages,Banana smoothie,banana,"water, milk",
29022,29,ไมโลปั่น,Milo milkshake,25,International,Blended,Beverages,Milo milkshake,"milo powder, milk","sugar, water",
29023,29,เนสวีต้าปั่น,Nesvita milkshake (cereal-based),25,International,Blended,Beverages,Nesvita (cereal-based) milkshake,"nesvita cereal mix, milk","sugar, water",
29024,29,ไวท์มอลต์ปั่น,White malt milkshake,25,International,Blended,Beverages,White malt milkshake,"white malt powder, milk","sugar, water",
29025,29,โอวัลตินปั่น,Ovaltine milkshake,25,International,Blended,Beverages,Ovaltine milkshake,"ovaltine powder, milk","sugar, water",
29026,29,เป็ปซี่ปั่น,Pepsi smoothie (blended with ice),25,International,Blended,Beverages,Pepsi smoothie (blended w/ ice),carbonated beverage,"sugar, carbonated water",
29027,29,โค๊กปั่น,Coke smoothie (blended with ice),25,International,Blended,Beverages,Coke smoothie (blended w/ ice),carbonated beverage,"sugar, carbonated water",
29028,29,M150  ปั่น,M-150 smoothie (energy drink + ice),25,Thai,Blended,Beverages,M-150 smoothie (energy drink + ice),energy drink,"sugar, water",
29029,29,กระทิงแดงปั่น,Krating Daeng (Red Bull) smoothie,25,Thai,Blended,Beverages,Krating Daeng (Red Bull) smoothie,energy drink,"sugar, water",
29030,29,กาแฟปั่น,Coffee milkshake,25,International,Blended,Beverages,Coffee milkshake,"coffee, milk","sugar, water",
29031,29,โกโก้ปั่น,Cocoa milkshake,25,International,Blended,Beverages,Cocoa milkshake,"cocoa powder, milk","sugar, water",
29032,29,ชาเขียวปั่น,Green tea milkshake,25,Japanese/International,Blended,Beverages,Green tea milkshake,"green tea powder, milk","sugar, water",
29033,29,โอริโอ้ ท็อปปิ้งน้ำปั่น,Oreo topping,5,International,Topping,Topping,Oreo topping for shakes,oreo cookies,,
29034,29,ปีโป้ ท็อปปิ้งน้ำปั่น,Pipo jelly smoothie topping,5,International,Topping,Topping,Pipo jelly topping,jelly,,
29035,29,น้ำเปล่า ตราเกษตร,Kaset brand bottled water,7,Local/Thai,Still/packaged,Beverages,Bottled water (Kaset brand),water,,
29036,29,เป็ปซี่,Pepsi,15,International,Packaged,Beverages,Pepsi,carbonated beverage,"sugar, carbonated water",
29037,29,โค๊ก,Coke,15,International,Packaged,Beverages,Coke,carbonated beverage,"sugar, carbonated water",
30001,30,กล้วยต้ม,Boiled banana,10,Thai,Boiled,Snacks,Traditional Thai snack,banana,"water, salt",
30002,30,มันต้ม,Boiled sweet potato or yam,10,Thai,Boiled,Snacks,Sweet potato/yam (local variety),"sweet potato, yam","water, salt",
30003,30,แห้วต้ม,Boiled water chestnuts,10,Thai,Boiled,Snacks,Water chestnuts,water chestnuts,"water, salt",
30004,30,ฟักทองนึ่ง,Steamed pumpkin,10,Thai,Steamed,Snacks,Plain or lightly salted,pumpkin,"water, salt",
30005,30,ข้าวต้มมัด,Sticky rice with banana filling (wrapped in banana leaf),15,Thai,Steamed/Boiled,Desserts,Sticky rice w/ banana filling,"rice, banana","banana leaf, sugar, coconut milk",
30006,30,ข้าวโพดต้ม,Boiled corn,15,Thai,Boiled,Snacks,Plain salted or sweet version,corn,"water, salt",
30007,30,ขนมกล้วย,Banana pudding/custard (Thai dessert),15,Thai,Steamed/Baked,Desserts,“Khanom gluay” (banana custard),"banana, flour, coconut milk","sugar, salt",
30008,30,น้ำข้าวโพด,Corn milk or corn juice,15,Thai,Extracted/Juiced,Beverages,"Corn milk or juice, sweet flavor",corn,"sugar, water",
30009,30,มะพร้าวเผา,Roasted coconut,20,Thai,Roasted,Beverages,"Roasted coconut, can drink the water",coconut,,
30010,30,มะม่วง,Mango,25,Tropical,Raw/Fresh,Fruit,"Peeled, sliced (possibly)",mango,,
30011,30,มะละกอ,Papaya,25,Tropical,Raw/Fresh,Fruit,"Papaya, ripe",papaya,,
30012,30,สับปะรด,Pineapple,25,Tropical,Raw/Fresh,Fruit,"Pineapple, ripe",pineapple,,
30013,30,แอปเปิ้ล,Apple,20,International,Raw/Fresh,Fruit,Apple (likely red or green),apple,,
30014,30,แตงโม,Watermelon,20,Tropical,Raw/Fresh,Fruit,Watermelon,watermelon,,
30015,30,ชมพู่,Rose apple (Syzygium samarangense),30,Tropical,Raw/Fresh,Fruit,Rose apple (“Chomphu”),rose apple,,
30016,30,แคนตาลูป,Cantaloupe,35,Tropical,Raw/Fresh,Fruit,Cantaloupe,cantaloupe,,
30017,30,ฝรั่ง,Guava,20,Tropical,Raw/Fresh,Fruit,Guava,guava,,
30018,30,แก้วมังกร,Dragon fruit,25,Tropical,Raw/Fresh,Fruit,Dragon fruit,dragon fruit,,
30019,30,สาลี่,Pear,25,Asian/Chinese,Raw/Fresh,Fruit,Pear,pear,,
30020,30,กล้วยหอม,Banana (cavendish),20,Tropical,Raw/Fresh,Fruit,Cavendish banana (“Kluai Hom”),banana,,
30021,30,กล้วยไข่,“Egg” banana (small Thai banana variety),20,Thai,Raw/Fresh,Fruit,“Egg” banana variety,banana,,
30022,30,กล้วยน้ำว้า,“Nam Wa” banana (Thai cooking banana),20,Thai,Raw/Fresh,Fruit,“Nam Wa” banana,banana,,
30023,30,กล้วยเล็บมือนาง,"“Lady finger” banana (small, slender variety)",20,Thai,Raw/Fresh,Fruit,“Lady finger” banana (Kluai Leb Mu Nang),banana,,
30024,30,ยำมะม่วง,Spicy mango salad,40,Thai,Mixed/Spicy Salad,Salad,Spicy mango salad,"mango, chili","fish sauce, sugar",
30025,30,ยำผลไม้,Spicy fruit salad,50,Thai,Mixed/Spicy Salad,Salad,Spicy fruit salad,"mixed fruits, chili","fish sauce, sugar",
30026,30,ข้าวเหนียวมะม่วง,Mango sticky rice,50,Thai,Steamed/Boiled,Desserts,Mango sticky rice (seasonal),"rice, mango, coconut milk","sugar, salt",
30027,30,สลัดผลไม้,Fruit salad,50,International,Mixed/Salad,Salad,"May contain dressing, sweet or tangy",mixed fruits,"sugar, mayo",
30028,30,สลัดโรล,Salad rolls (vegetable or mixed fillings),50,Thai/Western,Rolls,Salad,Vegetable or mixed fillings,"lettuce, carrot, tofu",mayo,
31001,31,ขนมจีบหมู,Pork shumai (dim sum),25,Chinese/Thai,Steamed/Dim Sum,Dim Sum,Pork shumai,"pork, flour wrapper",oil,
31002,31,ขนมจีบกุ้ง,Shrimp shumai (dim sum),25,Chinese/Thai,Steamed/Dim Sum,Dim Sum,Shrimp shumai,"shrimp, flour wrapper",oil,
31003,31,ฮะเก๋า,Har gow (shrimp dumplings),25,Chinese/Thai,Steamed/Dim Sum,Dim Sum,Har gow (shrimp dumplings),"shrimp, flour wrapper",oil,
31004,31,เกี๊ยวกุ้ง,Shrimp wonton,25,Chinese/Thai,Steamed/Boiled,Dim Sum,Shrimp wontons,"shrimp, wonton wrapper",oil,
31005,31,สาหร่ายห่อหมู,Seaweed-wrapped pork dim sum,25,Chinese/Thai,Steamed/Dim Sum,Dim Sum,Seaweed-wrapped pork,"pork, seaweed wrapper",oil,
31006,31,ซาลาเปาไส้หมูสับ,Steamed bun with minced pork,20,Chinese/Thai,Steamed/Baked,Dim Sum,Steamed bun w/ minced pork,"flour, pork",sugar,
31007,31,ซาลาเปาไส้หมูแดง,Steamed bun with red BBQ pork,20,Chinese/Thai,Steamed/Baked,Dim Sum,Steamed bun w/ red BBQ pork,"flour, bbq pork, char siu",sugar,
31008,31,ซาลาเปาไส้ครีม,Steamed bun with custard filling,20,Chinese/Thai,Steamed/Baked,Dim Sum,Steamed bun w/ custard filling,"flour, custard","sugar, milk, butter",
31009,31,ซาลาเปาไส้ถั่วดำ,Steamed bun with sweet black bean paste,20,Chinese/Thai,Steamed/Baked,Dim Sum,Steamed bun w/ sweet black bean paste,"flour, sweet black bean paste","sugar, oil",
31010,31,ซาลาเปาไส้เผือก,Steamed bun with taro paste,20,Chinese/Thai,Steamed/Baked,Dim Sum,Steamed bun w/ taro filling,"flour, taro paste","sugar, oil",
31011,31,โจ๊กหมู,Pork congee,40,Chinese/Thai,Boiled/Simmered,Soup,Pork congee (jok moo),"rice, ground pork","broth, seasonings",
31012,31,โจ๊กไก่,Chicken congee,40,Chinese/Thai,Boiled/Simmered,Soup,Chicken congee,"rice, chicken","broth, seasonings",
31013,31,ไข่กระทะ,Pan-fried egg in a small pan with toppings,40,Fusion/Thai,Pan-fried,Cook-to-order,Pan-fried egg w/ toppings (“Khai Krata”),"eggs, ground pork, ham",oil,
31014,31,ปาท่องโก๋,Pa tong go (Thai deep-fried dough sticks),5,Chinese/Thai,Deep-fried,Snacks,Pa tong go (Thai cruller),"flour, yeast","oil, sugar",
31015,31,ซาลาเปาทอด,Deep-fried steamed bun,5,Chinese/Thai,Deep-fried,Snacks,Deep-fried steamed bun,"flour bun, oil","sugar, salt",
31016,31,สังขยา,Thai custard (sangkhaya),10,Thai,Steamed/Baked,Desserts,Thai custard (sangkhaya),"coconut milk, egg, sugar","pandan, salt",
31017,31,ชาเย็นใต้,Southern-style iced tea,15,Southern Thai,"Brewed, Mixed, Iced",Beverages,Southern-style iced tea (“Cha yen tai”),"tea leaves, milk","sugar, water",
31018,31,ชาดำเย็น,Iced black tea,15,Thai,"Brewed, Chilled",Beverages,Iced black tea,black tea leaves,"sugar, water",
31019,31,ชามะนาว,Iced lemon tea,15,Thai/International,"Brewed, Mixed, Iced",Beverages,Iced lemon tea,"black tea, lemon juice","sugar, water",
31020,31,ชาเขียวนม,Green milk tea,15,Japanese/Thai,"Brewed, Mixed, Iced",Beverages,Green milk tea,"green tea leaves, milk","sugar, water",
31021,31,หมี่ซั่ว ซี่โครงหมูตุ๋น,Mee sua (thin wheat noodles) with stewed pork ribs,40,Chinese/Thai,Boiled/Simmered,Noodles,Mee sua (thin wheat noodles) w/ stewed pork ribs,"wheat noodles, pork ribs",broth,
31022,31,ไข่ออนเซ็น,Onsen egg,10,International,Soft-boiled,Topping,Onsen egg,egg,salt,
32001,32,ข้าวมันไก่ต้ม,Hainanese chicken rice (boiled chicken),35,Chinese/Hainanese,Boiled/Simmered,Cook-to-order,Hainanese chicken rice (boiled chicken),"chicken, rice","broth, oil",
32002,32,ข้าวมันไก่ย่าง,Rice with grilled chicken,35,Thai,Grilled,Cook-to-order,Rice w/ grilled chicken,"chicken, rice",seasonings,
32003,32,ข้าวมันไก่ทอด,Rice with fried chicken,35,Thai,Deep-fried,Cook-to-order,Rice w/ fried chicken,"chicken, rice","oil, batter",
32004,32,ข้าวหมกไก่ต้ม,Chicken biryani (boiled chicken),35,Indian/Thai,Boiled/Simmered,Cook-to-order,Chicken biryani (boiled chicken),"chicken, spiced rice",yogurt,
32005,32,ข้าวหมกไก่ย่าง,Chicken biryani (grilled chicken),35,Indian/Thai,Grilled,Cook-to-order,Chicken biryani (grilled chicken),"chicken, spiced rice",yogurt,
32006,32,ข้าวหมกไก่ทอด,Chicken biryani (fried chicken),35,Indian/Thai,Deep-fried,Cook-to-order,Chicken biryani (fried chicken),"chicken, spiced rice","oil, batter",
32007,32,ข้าวหมกปลา,Fish biryani,35,Indian/Thai,Boiled/Simmered,Cook-to-order,Fish biryani,"fish, spiced rice",yogurt,
32008,32,ข้าวหมกหมู,Pork biryani,35,Indian/Thai,Boiled/Simmered,Cook-to-order,Pork biryani,"pork, spiced rice",yogurt,
32009,32,ข้าวหมูแดง,Rice with red BBQ pork,35,Cantonese/Thai,Roasted,Cook-to-order,Rice w/ red BBQ pork (“Khao Moo Daeng”),"bbq pork, rice",sauce,
32010,32,ข้าวหมูกรอบ,Rice with crispy pork,40,Cantonese/Thai,Roasted,Cook-to-order,Rice w/ crispy pork,"crispy pork, rice","oil, sauce",
32011,32,ข้าวหมูแดงหมูกรอบ,Rice with red BBQ pork and crispy pork,45,Cantonese/Thai,Roasted,Cook-to-order,Rice w/ red BBQ pork & crispy pork,"bbq pork, crispy pork, rice",sauce,
32012,32,ข้าวขาหมู,Rice with stewed pork leg,35,Chinese/Thai,Stewed,Cook-to-order,Rice w/ stewed pork leg (“Khao Kha Moo”),"pork leg, rice","broth, sauce",
32013,32,ข้าวคอหมูย่าง,Rice with grilled pork neck,35,Thai/Isan,Grilled,Cook-to-order,Rice w/ grilled pork neck (“Khao Khor Moo Yang”),"pork neck, rice",seasonings,
32014,32,ข้าวหมูย่างน้ำตก,Rice with nam tok grilled pork,40,Thai/Isan,Grilled/Mixed,Cook-to-order,Rice w/ nam tok grilled pork,"pork, rice","chili, lime, fish sauce",
32015,32,ข้าวไก่ย่างน้ำตก,Rice with nam tok grilled chicken,40,Thai/Isan,Grilled/Mixed,Cook-to-order,Rice w/ nam tok grilled chicken,"chicken, rice","chili, lime, fish sauce",
32016,32,ข้าวผสม 2 อย่าง,Rice with two mixed items,45,Thai,Mixed,Cook-to-order,"Rice w/ two mixed items (pork, chicken, etc.)","pork, chicken",sauces,
32017,32,ข้าวต้มหมู,Pork congee,35,Chinese/Thai,Boiled/Simmered,Soup,Pork congee,"rice porridge, pork","broth, seasonings",
32018,32,ข้าวต้มปลา,Fish congee,35,Chinese/Thai,Boiled/Simmered,Soup,Fish congee,"rice porridge, fish","broth, seasonings",
32019,32,ข้าวต้มไก่,Chicken congee,35,Chinese/Thai,Boiled/Simmered,Soup,Chicken congee,"rice porridge, chicken","broth, seasonings",
33001,33,ก๋วยเตี๋ยวเส้นเล็กน้ำเย็นตาโฟ,Small rice noodles with yen ta fo broth,45,Chinese/Thai,Boiled/Simmered,Noodles,Small rice noodles + yen ta fo broth,"small rice noodles, tofu, red sauce, fermented tofu","broth, vinegar",
33002,33,ก๋วยเตี๋ยวเส้นเล็กแห้งเย็นตาโฟ,"Small rice noodles, dry style yen ta fo",45,Chinese/Thai,Boiled/Simmered,Noodles,Dry style yen ta fo + small rice noodles,"small rice noodles, fish ball, tofu",fermented tofu sauce,
33003,33,ก๋วยเตี๋ยวเส้นเล็กน้ำเย็นตาโฟต้มยำ,"Small rice noodles, yen ta fo Tom Yum",50,Chinese/Thai,Boiled/Simmered,Noodles,Yen ta fo Tom Yum + small noodles (soup),"small noodles, tom yum seasoning","broth, chili paste, fermented tofu sauce",
33004,33,ก๋วยเตี๋ยวเส้นเล็กแห้งเย็นตาโฟต้มยำ,"Small rice noodles, dry yen ta fo Tom Yum",50,Chinese/Thai,Boiled/Simmered,Noodles,Dry yen ta fo Tom Yum + small noodles,"small noodles, tom yum seasoning",fermented tofu sauce,
33005,33,ก๋วยเตี๋ยวเส้นเล็กน้ำต้มยำสุโขทัย,"Small rice noodles, Sukhothai Tom Yum soup",45,Thai,Boiled/Simmered,Noodles,Sukhothai Tom Yum + small noodles (soup),"small noodles, pork, peanuts, chili, lime","broth, sugar",
33006,33,ก๋วยเตี๋ยวเส้นเล็กแห้งต้มยำสุโขทัย,"Small rice noodles, dry Sukhothai Tom Yum",45,Thai,Boiled/Simmered,Noodles,Dry Sukhothai Tom Yum + small noodles,"small noodles, pork, peanuts, chili, lime",sugar,
33007,33,ก๋วยเตี๋ยวเส้นเล็กเนื้อสดน้ำ,"Small rice noodles with fresh beef, soup",45,Thai,Boiled/Simmered,Noodles,Fresh beef + small noodles (soup),"small noodles, beef","broth, spices",
33008,33,ก๋วยเตี๋ยวเส้นเล็กเนื้อสดแห้ง,"Small rice noodles with fresh beef, dry",45,Thai,Boiled/Simmered,Noodles,Fresh beef + small noodles (dry),"small noodles, beef",oil,
33009,33,ก๋วยเตี๋ยวเส้นเล็กเนื้อเปื่อยน้ำ,"Small rice noodles with stewed beef, soup",45,Thai,Boiled/Simmered,Noodles,Stewed beef + small noodles (soup),"small noodles, beef","broth, spices",
33010,33,ก๋วยเตี๋ยวเส้นเล็กเนื้อเปื่อยแห้ง,"Small rice noodles with stewed beef, dry",45,Thai,Boiled/Simmered,Noodles,Stewed beef + small noodles (dry),"small noodles, beef",oil,
33011,33,ก๋วยเตี๋ยวเส้นเล็กเนื้อรวมน้ำ,"Small rice noodles with mixed beef, soup",55,Thai,Boiled/Simmered,Noodles,Mixed beef + small noodles (soup),"small noodles, mixed beef cuts","broth, spices",
33012,33,ก๋วยเตี๋ยวเส้นเล็กเนื้อรวมแห้ง,"Small rice noodles with mixed beef, dry",55,Thai,Boiled/Simmered,Noodles,Mixed beef + small noodles (dry),"small noodles, mixed beef cuts",oil,
33013,33,ก๋วยเตี๋ยวเส้นเล็กลูกชิ้นปลาน้ำใส,"Small rice noodles with fish balls, clear soup",40,Chinese/Thai,Boiled/Simmered,Noodles,"Fish balls + small noodles, clear soup","small noodles, clear broth",,
33014,33,ก๋วยเตี๋ยวเส้นเล็กต้มยำไข่หวาน,"Small rice noodles, sweet egg Tom Yum",40,Thai,Boiled/Simmered,Noodles,Tom Yum sweet egg + small noodles (soup),"small noodles, sweet egg, chili paste",broth,
33015,33,ก๋วยเตี๋ยวเส้นเล็กกะทิ,Small rice noodles in coconut milk soup,45,Thai,Boiled/Simmered,Noodles,Small noodles in coconut milk soup,"small noodles, coconut milk, pork","oil, sugar",
33016,33,ก๋วยเตี๋ยวเส้นเล็กต้มยำทะเลน้ำข้น,"Small rice noodles, creamy Tom Yum seafood",55,Thai,Boiled/Simmered,Noodles,Creamy Tom Yum seafood + small noodles,"small noodles, seafood","broth, coconut milk, evaporated milk, chili paste",
33017,33,ก๋วยเตี๋ยวเส้นเล็กต้มยำปลากะป๋อง,"Small rice noodles, Tom Yum with canned fish",45,Thai,Boiled/Simmered,Noodles,Tom Yum w/ canned fish + small noodles,"small noodles, canned fish","broth, chili paste",
33018,33,ก๋วยเตี๋ยวเส้นเล็กต้มยำไก่ฉีก,"Small rice noodles, Tom Yum with shredded chicken",40,Thai,Boiled/Simmered,Noodles,Tom Yum w/ shredded chicken + small noodles,"small noodles, chicken","broth, chili paste",
33019,33,ก๋วยเตี๋ยวเส้นเล็กแกง,Small rice noodles in curry soup,40,Thai,Boiled/Simmered,Noodles,Curry soup + small noodles,"small noodles, curry base","coconut milk, spices",
33020,33,ก๋วยเตี๋ยวเส้นใหญ่น้ำเย็นตาโฟ,Wide rice noodles with yen ta fo broth,45,Chinese/Thai,Boiled/Simmered,Noodles,Yen ta fo + wide noodles (soup),"wide noodles, tofu, red sauce","broth, fermented tofu sauce",
33021,33,ก๋วยเตี๋ยวเส้นใหญ่แห้งเย็นตาโฟ,"Wide rice noodles, dry style yen ta fo",45,Chinese/Thai,Boiled/Simmered,Noodles,Dry yen ta fo + wide noodles,"wide noodles, fish ball, tofu",fermented tofu sauce,
33022,33,ก๋วยเตี๋ยวเส้นใหญ่น้ำเย็นตาโฟต้มยำ,"Wide rice noodles, yen ta fo Tom Yum",50,Chinese/Thai,Boiled/Simmered,Noodles,Yen ta fo Tom Yum + wide noodles (soup),"wide noodles, tom yum, fermented tofu","broth, chili paste",
33023,33,ก๋วยเตี๋ยวเส้นใหญ่แห้งเย็นตาโฟต้มยำ,"Wide rice noodles, dry yen ta fo Tom Yum",50,Chinese/Thai,Boiled/Simmered,Noodles,Dry yen ta fo Tom Yum + wide noodles,"wide noodles, tom yum, fermented tofu",chili paste,
33024,33,ก๋วยเตี๋ยวเส้นใหญ่น้ำต้มยำสุโขทัย,"Wide rice noodles, Sukhothai Tom Yum soup",45,Thai,Boiled/Simmered,Noodles,Sukhothai Tom Yum + wide noodles (soup),"wide noodles, pork, peanuts, chili, lime","broth, sugar",
33025,33,ก๋วยเตี๋ยวเส้นใหญ่แห้งต้มยำสุโขทัย,"Wide rice noodles, dry Sukhothai Tom Yum",45,Thai,Boiled/Simmered,Noodles,Dry Sukhothai Tom Yum + wide noodles,"wide noodles, pork, peanuts, chili, lime",sugar,
33026,33,ก๋วยเตี๋ยวเส้นใหญ่เนื้อสดน้ำ,"Wide rice noodles with fresh beef, soup",45,Thai,Boiled/Simmered,Noodles,Fresh beef + wide noodles (soup),"wide noodles, beef","broth, spices",
33027,33,ก๋วยเตี๋ยวเส้นใหญ่เนื้อสดแห้ง,"Wide rice noodles with fresh beef, dry",45,Thai,Boiled/Simmered,Noodles,Fresh beef + wide noodles (dry),"wide noodles, beef",oil,
33028,33,ก๋วยเตี๋ยวเส้นใหญ่เนื้อเปื่อยน้ำ,"Wide rice noodles with stewed beef, soup",45,Thai,Boiled/Simmered,Noodles,Stewed beef + wide noodles (soup),"wide noodles, beef","broth, spices",
33029,33,ก๋วยเตี๋ยวเส้นใหญ่เนื้อเปื่อยแห้ง,"Wide rice noodles with stewed beef, dry",45,Thai,Boiled/Simmered,Noodles,Stewed beef + wide noodles (dry),"wide noodles, beef",oil,
33030,33,ก๋วยเตี๋ยวเส้นใหญ่เนื้อรวมน้ำ,"Wide rice noodles with mixed beef, soup",55,Thai,Boiled/Simmered,Noodles,Mixed beef + wide noodles (soup),"wide noodles, mixed beef cuts","broth, spices",
33031,33,ก๋วยเตี๋ยวเส้นใหญ่เนื้อรวมแห้ง,"Wide rice noodles with mixed beef, dry",55,Thai,Boiled/Simmered,Noodles,Mixed beef + wide noodles (dry),"wide noodles, mixed beef cuts",oil,
33032,33,ก๋วยเตี๋ยวเส้นใหญ่ลูกชิ้นปลาน้ำใส,"Wide rice noodles with fish balls, clear soup",40,Chinese/Thai,Boiled/Simmered,Noodles,"Fish balls + wide noodles, clear soup","wide noodles, clear broth",,
33033,33,ก๋วยเตี๋ยวเส้นใหญ่ต้มยำไข่หวาน,"Wide rice noodles, sweet egg Tom Yum",40,Thai,Boiled/Simmered,Noodles,Tom Yum sweet egg + wide noodles (soup),"wide noodles, sweet egg, chili paste",broth,
33034,33,ก๋วยเตี๋ยวเส้นใหญ่กะทิ,Wide rice noodles in coconut milk soup,45,Thai,Boiled/Simmered,Noodles,Wide noodles in coconut milk soup,"wide noodles, coconut milk, pork","oil, sugar",
33035,33,ก๋วยเตี๋ยวเส้นใหญ่ต้มยำทะเลน้ำข้น,"Wide rice noodles, creamy Tom Yum seafood",55,Thai,Boiled/Simmered,Noodles,Creamy Tom Yum seafood + wide noodles,"wide noodles, seafood","broth, chili paste",
33036,33,ก๋วยเตี๋ยวเส้นใหญ่ต้มยำปลากะป๋อง,"Wide rice noodles, Tom Yum with canned fish",45,Thai,Boiled/Simmered,Noodles,Tom Yum w/ canned fish + wide noodles,"wide noodles, canned fish","broth, chili paste",
33037,33,ก๋วยเตี๋ยวเส้นใหญ่ต้มยำไก่ฉีก,"Wide rice noodles, Tom Yum with shredded chicken",40,Thai,Boiled/Simmered,Noodles,Tom Yum w/ shredded chicken + wide noodles,"wide noodles, chicken","broth, chili paste",
33038,33,ก๋วยเตี๋ยวเส้นใหญ่แกง,Wide rice noodles in curry soup,40,Thai,Boiled/Simmered,Noodles,Curry soup + wide noodles,"wide noodles, curry base","coconut milk, spices",
33039,33,ก๋วยเตี๋ยวเส้นหมี่น้ำเย็นตาโฟ,Rice vermicelli with yen ta fo broth,45,Chinese/Thai,Boiled/Simmered,Noodles,Yen ta fo + rice vermicelli (soup),"rice vermicelli, tofu, red sauce","broth, fermented tofu sauce",
33040,33,ก๋วยเตี๋ยวเส้นหมี่แห้งเย็นตาโฟ,"Rice vermicelli, dry style yen ta fo",45,Chinese/Thai,Boiled/Simmered,Noodles,Dry yen ta fo + rice vermicelli,"rice vermicelli, tofu",fermented tofu sauce,
33041,33,ก๋วยเตี๋ยวเส้นหมี่น้ำเย็นตาโฟต้มยำ,"Rice vermicelli, yen ta fo Tom Yum",50,Chinese/Thai,Boiled/Simmered,Noodles,Yen ta fo Tom Yum + rice vermicelli (soup),"rice vermicelli, tom yum, fermented tofu","broth, chili paste",
33042,33,ก๋วยเตี๋ยวเส้นหมี่แห้งเย็นตาโฟต้มยำ,"Rice vermicelli, dry yen ta fo Tom Yum",50,Chinese/Thai,Boiled/Simmered,Noodles,Dry yen ta fo Tom Yum + rice vermicelli,"rice vermicelli, tom yum, fermented tofu",chili paste,
33043,33,ก๋วยเตี๋ยวเส้นหมี่น้ำต้มยำสุโขทัย,"Rice vermicelli, Sukhothai Tom Yum soup",45,Thai,Boiled/Simmered,Noodles,Sukhothai Tom Yum + rice vermicelli (soup),"rice vermicelli, pork, peanuts, chili, lime","broth, sugar",
33044,33,ก๋วยเตี๋ยวเส้นหมี่แห้งต้มยำสุโขทัย,"Rice vermicelli, dry Sukhothai Tom Yum",45,Thai,Boiled/Simmered,Noodles,Dry Sukhothai Tom Yum + rice vermicelli,"rice vermicelli, pork, peanuts, chili, lime",sugar,
33045,33,ก๋วยเตี๋ยวเส้นหมี่เนื้อสดน้ำ,"Rice vermicelli with fresh beef, soup",45,Thai,Boiled/Simmered,Noodles,Fresh beef + rice vermicelli (soup),"rice vermicelli, beef","broth, spices",
33046,33,ก๋วยเตี๋ยวเส้นหมี่เนื้อสดแห้ง,"Rice vermicelli with fresh beef, dry",45,Thai,Boiled/Simmered,Noodles,Fresh beef + rice vermicelli (dry),"rice vermicelli, beef",oil,
33047,33,ก๋วยเตี๋ยวเส้นหมี่เนื้อเปื่อยน้ำ,"Rice vermicelli with stewed beef, soup",45,Thai,Boiled/Simmered,Noodles,Stewed beef + rice vermicelli (soup),"rice vermicelli, beef","broth, spices",
33048,33,ก๋วยเตี๋ยวเส้นหมี่เนื้อเปื่อยแห้ง,"Rice vermicelli with stewed beef, dry",45,Thai,Boiled/Simmered,Noodles,Stewed beef + rice vermicelli (dry),"rice vermicelli, beef",oil,
33049,33,ก๋วยเตี๋ยวเส้นหมี่เนื้อรวมน้ำ,"Rice vermicelli with mixed beef, soup",55,Thai,Boiled/Simmered,Noodles,Mixed beef + rice vermicelli (soup),"rice vermicelli, mixed beef cuts","broth, spices",
33050,33,ก๋วยเตี๋ยวเส้นหมี่เนื้อรวมแห้ง,"Rice vermicelli with mixed beef, dry",55,Thai,Boiled/Simmered,Noodles,Mixed beef + rice vermicelli (dry),"rice vermicelli, mixed beef cuts",oil,
33051,33,ก๋วยเตี๋ยวเส้นหมี่ลูกชิ้นปลาน้ำใส,"Rice vermicelli with fish balls, clear soup",40,Chinese/Thai,Boiled/Simmered,Noodles,Fish balls + rice vermicelli (clear soup),"rice vermicelli, clear broth",,
33052,33,ก๋วยเตี๋ยวเส้นหมี่ต้มยำไข่หวาน,"Rice vermicelli, sweet egg Tom Yum",40,Thai,Boiled/Simmered,Noodles,Tom Yum sweet egg + rice vermicelli (soup),"rice vermicelli, sweet egg, chili paste",broth,
33053,33,ก๋วยเตี๋ยวเส้นหมี่กะทิ,Rice vermicelli in coconut milk soup,45,Thai,Boiled/Simmered,Noodles,Rice vermicelli in coconut milk soup,"rice vermicelli, coconut milk","oil, sugar",
